Food_Item,Category,Calories,Protein,Carbs,Fat,Vegetarian,Vegan,Dosha_Vata,Dosha_Pitta,Dosha_Kapha,Food_Group,Fat_Adjusted
Toor Dal (light) (lightly spiced) - 6947,Maharashtrian,125,4.2,21.6,1.4,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Mysore Masala Dosa (plain) - 6948,Madhya Pradesh,136,6.1,48.7,0.0,Yes,No,decreases,decreases,neutral,Grains,6.0
Bobbatlu (steamed) - 6949,Rajasthani,143,4.1,51.6,0.4,Yes,No,decreases,decreases,neutral,Beverages,0.0
Yakhni (thin) - 6950,International,121,0.2,24.7,3.3,Yes,No,neutral,neutral,neutral,Others,
Sandesh (boiled) - 6951,Ladakh,105,0.2,35.5,0.0,Yes,No,decreases,neutral,neutral,Others,
Kesari Bath (steamed),Goan,42,1.8,23.4,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Pav Bhaji (with vegetables) - 6953,Generic,108,9.4,31.5,1.0,Yes,No,increases,neutral,neutral,Vegetables,8.0
Shorshe Ilish (lightly spiced) - 6954,International,128,4.8,18.9,0.1,Yes,No,neutral,increases,neutral,Others,
Coconut Chutney (boiled) - 6955,Odia,49,1.7,31.0,2.3,Yes,No,neutral,neutral,neutral,Condiments,2.0
Kodi Kura (sprouted) - 6956,Odia,100,2.4,25.8,0.9,Yes,No,neutral,neutral,neutral,Others,
Simple Grilled Fish (with vegetables) - 6957,Jammu & Kashmir,256,27.8,6.8,9.3,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Chana Ghugni (fermented (mild)) - 6958,Gujarati,92,0.4,3.0,3.1,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Churma (sprouted) - 6959,International,214,5.3,20.9,2.3,Yes,No,neutral,neutral,neutral,Others,
Bobbatlu (boiled) - 6960,Jammu & Kashmir,168,2.6,25.5,0.0,Yes,No,decreases,neutral,neutral,Others,
Chana Ghugni (boiled) - 6961,Madhya Pradesh,71,6.0,5.5,0.1,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Naga Chutney (steamed) - 6962,Gujarati,61,4.6,14.2,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Berry Mix (plain) - 6963,International,43,0.5,20.9,0.3,Yes,Yes,decreases,decreases,neutral,Others,
Oats Porridge (thin) (plain) - 6964,Madhya Pradesh,123,2.5,17.7,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Coorg Pandi Curry (plain) - 6965,International,148,1.7,21.3,2.5,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Dal Baati Churma (plain) - 6966,Karnataka,180,6.5,24.1,0.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Paturi (with vegetables) - 6967,International,146,5.7,7.3,2.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Misal Pav (with vegetables) - 6968,Ladakh,189,1.5,48.6,2.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Gya Thuk (with vegetables) - 6969,Andhra/Telangana,91,1.0,43.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Oats Porridge (thin) (steamed) - 6970,Kerala,138,5.1,30.8,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Hyderabadi Biryani (steamed) - 6971,Chhattisgarh,109,2.5,5.3,3.1,Yes,No,decreases,neutral,neutral,Beverages,0.0
Chole Bhature (fermented (mild)) - 6972,Assamese,91,0.7,42.9,2.1,Yes,No,decreases,neutral,neutral,Others,
Pav Bhaji (boiled) - 6973,Goan,128,3.4,30.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Sorpotel (boiled) - 6974,Northeast,49,1.8,14.6,0.0,Yes,No,decreases,decreases,neutral,Others,
Bhuna Maas (lightly spiced),Generic,105,6.3,34.6,0.0,Yes,No,neutral,increases,neutral,Others,
Fig (mild) - 6976,International,20,1.7,23.1,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Grapes (black) (plain) - 6977,Karnataka,86,0.1,20.2,0.4,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Avocado (fermented (mild)) - 6978,Andhra/Telangana,90,0.4,27.1,0.7,Yes,Yes,decreases,decreases,neutral,Others,
Appam with Stew (with vegetables) - 6979,North Indian,92,5.0,39.4,1.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pork with Bamboo Shoot (sprouted) - 6980,Kerala,169,24.4,4.5,3.1,No,No,neutral,neutral,neutral,Others,
Vegetable Stir Fry (light) (boiled) - 6981,Punjabi,89,2.7,34.9,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Chapati (mild) - 6982,Odia,126,7.9,44.0,1.7,Yes,No,neutral,neutral,neutral,Others,
Kakori Kebab (with vegetables) - 6983,Karnataka,72,2.8,17.5,0.7,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Chana Ghugni (with vegetables) - 6984,Gujarati,124,7.1,23.9,3.7,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Coconut Rice (plain) - 6985,International,161,3.7,31.7,1.1,Yes,No,decreases,decreases,neutral,Grains,0.5
Miso Soup (steamed),Lakshadweep,162,3.3,27.3,2.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Gustaba (plain) - 6987,International,77,6.7,21.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Kanika (mild) - 6988,Odia,79,0.9,28.5,0.9,Yes,No,neutral,neutral,neutral,Others,
Vada (with vegetables) - 6989,Karnataka,153,10.2,39.7,3.3,Yes,No,increases,neutral,neutral,Vegetables,0.5
Royyala Iguru (mild) - 6990,Tamil Nadu,117,3.6,3.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Bobbatlu (with vegetables) - 6991,International,93,6.1,39.5,4.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Mangalore Buns (sprouted),Goan,124,5.5,34.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Gongura Pachadi (fermented (mild)) - 6993,Jammu & Kashmir,53,0.6,20.6,2.8,Yes,No,decreases,neutral,neutral,Others,
Sel Roti (plain) - 6994,North Indian,147,2.6,39.6,0.0,Yes,No,decreases,neutral,neutral,Grains,1.5
Thekua (sprouted),Madhya Pradesh,160,7.8,30.5,2.3,Yes,No,neutral,neutral,neutral,Others,
Ulava Charu (with jaggery (small)) - 6996,Rajasthani,181,0.2,36.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Pongal (mild) - 6997,Madhya Pradesh,121,3.9,26.1,0.0,Yes,No,decreases,decreases,neutral,Others,
Gongura Pachadi (plain) - 6998,Gujarati,131,0.2,3.0,0.3,Yes,No,neutral,neutral,neutral,Others,
Yakhni (with vegetables) - 6999,Jammu & Kashmir,74,2.0,12.9,1.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Gatte ki Sabzi (boiled) - 7000,Rajasthani,153,3.9,16.6,1.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Paneer (light) (lightly spiced),International,404,6.2,10.7,3.5,Yes,No,neutral,neutral,increases,Dairy Products,20.0
Custard Apple (with vegetables) - 7002,Kerala,78,1.0,19.2,0.7,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Plain Rice (mild) - 7003,Ladakh,144,2.7,50.7,0.4,Yes,No,decreases,decreases,neutral,Grains,0.5
Pongal (plain) (with jaggery (small)) - 7004,Goan,159,1.0,39.7,1.3,Yes,No,decreases,decreases,neutral,Others,
Khambir (boiled),North Indian,181,5.5,12.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Kinema (sprouted) - 7006,Tamil Nadu,92,1.5,12.3,2.4,Yes,No,neutral,neutral,neutral,Others,
Papaya (mild) - 7007,International,112,0.4,12.7,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Jackfruit (with vegetables) - 7008,Maharashtrian,83,2.0,30.9,0.5,Yes,Yes,decreases,decreases,increases,Vegetables,0.5
Avocado (thin) - 7009,Assamese,87,2.7,3.0,0.3,Yes,Yes,decreases,neutral,increases,Others,
Rogan Josh (steamed) - 7010,Maharashtrian,108,6.2,3.6,1.2,Yes,No,neutral,neutral,neutral,Beverages,0.0
Chhena Jhili (with vegetables) - 7011,Generic,154,4.2,37.9,0.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kadala Curry (fermented (mild)) - 7012,International,158,5.9,20.4,1.4,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Bajra Roti (with jaggery (small)) - 7013,Jammu & Kashmir,153,3.8,6.4,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Blueberry (with vegetables) - 7014,Bengali,83,2.1,26.7,1.4,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Curd (fresh) (with vegetables),Bengali,102,6.7,41.2,2.0,Yes,No,neutral,neutral,increases,Dairy Products,4.0
Vegetable Stir Fry (light) (with jaggery (small)) - 7016,Andhra/Telangana,131,3.3,26.3,1.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Rasam (mild) - 7017,International,155,7.8,17.5,1.6,Yes,No,neutral,neutral,neutral,Others,
Sadya (mixed) (mild) - 7018,Goan,104,8.5,40.6,2.8,Yes,No,neutral,neutral,neutral,Others,
Mulberry (plain) - 7019,Kerala,70,0.1,3.0,0.5,Yes,Yes,decreases,decreases,neutral,Others,
Tehri (plain) - 7020,Goan,126,2.5,39.3,1.1,Yes,No,neutral,neutral,neutral,Others,
Handvo (with jaggery (small)) - 7021,International,167,4.3,21.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Poached Chicken (sprouted) - 7022,Ladakh,166,16.1,1.1,2.3,No,No,neutral,increases,neutral,Non-Veg Protein,8.0
Millet Roti (mild) - 7023,Tamil Nadu,113,10.0,33.4,0.0,Yes,No,decreases,neutral,neutral,Grains,1.5
Royyala Iguru (steamed),Maharashtrian,112,2.9,46.3,0.5,Yes,No,decreases,neutral,neutral,Beverages,0.0
Sol Kadhi (fermented (mild)) - 7025,Tamil Nadu,159,0.2,24.7,0.8,Yes,No,neutral,neutral,neutral,Others,
Besan Masala Roti (fermented (mild)) - 7026,Kerala,125,0.2,35.8,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Chingri Malai Curry (steamed) - 7027,Gujarati,139,0.8,29.8,2.3,Yes,No,neutral,decreases,increases,Beverages,0.0
Dal Pitha (boiled) - 7028,Maharashtrian,129,7.5,33.6,1.3,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Galouti Kebab (fermented (mild)) - 7029,Andhra/Telangana,66,0.8,40.0,2.3,Yes,No,decreases,neutral,neutral,Others,
Tuna Curry (thin),Kerala,151,3.6,22.8,4.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Ulava Charu (mild) - 7031,South Indian,150,1.4,12.9,0.5,Yes,No,neutral,neutral,neutral,Others,
Pumaloi (thin) - 7032,Tamil Nadu,105,7.7,25.3,3.7,Yes,No,neutral,neutral,neutral,Others,
Haak (mild) - 7033,Gujarati,172,5.9,22.1,4.0,Yes,No,decreases,neutral,neutral,Others,
Aloo Posto (with jaggery (small)) - 7034,Rajasthani,138,4.0,29.3,1.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Dal Pitha (with vegetables) - 7035,Karnataka,162,4.8,18.4,0.3,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Steamed Idli (mild) - 7036,South Indian,142,3.1,33.0,1.2,Yes,No,decreases,decreases,neutral,Grains,0.5
Dahi Bhalla (boiled) - 7037,Goan,73,2.1,3.0,0.0,Yes,No,neutral,neutral,neutral,Others,
Watermelon (plain) - 7038,Karnataka,97,1.1,5.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Bajra Khichdi (fermented (mild)) - 7039,International,143,5.1,34.7,0.0,Yes,No,decreases,decreases,neutral,Others,
Chhena Jhili (thin) - 7040,Tamil Nadu,96,1.7,24.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Ragi Porridge (thin) - 7041,Rajasthani,124,3.6,15.8,0.1,Yes,No,decreases,neutral,neutral,Others,
Curd (fresh) (thin) - 7042,Punjabi,118,0.2,21.5,4.2,Yes,No,neutral,neutral,increases,Dairy Products,4.0
Ker Sangri (sprouted) - 7043,Gujarati,146,8.5,27.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Skyu (steamed) - 7044,Ladakh,174,4.6,6.8,1.8,Yes,No,neutral,neutral,neutral,Beverages,0.0
Gajar ka Halwa (steamed) - 7045,Rajasthani,198,2.0,3.0,3.8,Yes,No,decreases,neutral,increases,Beverages,0.0
Aloo Posto (boiled) - 7046,International,94,0.9,14.3,2.3,Yes,No,neutral,decreases,neutral,Vegetables,0.5
Sol Kadhi (thin),International,104,4.4,19.8,2.0,Yes,No,neutral,neutral,neutral,Others,
Pakhala Bhata (plain) - 7048,International,141,3.2,37.1,0.0,Yes,No,neutral,neutral,neutral,Others,
Pomegranate (sprouted),North Indian,89,2.9,19.3,0.2,Yes,Yes,decreases,decreases,neutral,Others,
Idli (boiled),Lakshadweep,194,5.6,44.8,0.7,Yes,No,decreases,decreases,neutral,Grains,0.5
Hummus with Flatbread (with jaggery (small)),Gujarati,150,4.1,50.5,0.6,Yes,No,neutral,neutral,neutral,Grains,2.0
Samosa (plain) - 7052,Maharashtrian,133,4.8,20.1,0.0,Yes,No,decreases,neutral,neutral,Others,
Amritsari Kulcha (plain) - 7053,Gujarati,137,0.2,21.9,0.8,Yes,No,neutral,neutral,neutral,Others,
Royyala Iguru (plain) - 7054,Kerala,171,4.7,19.9,3.6,Yes,No,neutral,neutral,neutral,Others,
Plum (lightly spiced) - 7055,Gujarati,20,0.2,18.4,0.0,Yes,Yes,decreases,neutral,neutral,Others,
Sambar (steamed) - 7056,International,79,1.0,39.4,1.3,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Pongal (with jaggery (small)),Punjabi,185,5.5,44.7,0.0,Yes,No,decreases,neutral,neutral,Others,
Tilkut (boiled) - 7058,Generic,69,0.2,25.3,0.2,Yes,No,decreases,neutral,neutral,Others,
Pomegranate (plain) - 7059,International,55,1.2,32.7,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Kachori (steamed),Odia,100,6.7,15.2,2.5,Yes,No,decreases,neutral,neutral,Beverages,0.0
Pav Bhaji (thin) - 7061,Andhra/Telangana,101,3.8,39.3,3.5,Yes,No,increases,neutral,neutral,Others,
Plain Rice (mild) - 7062,International,110,2.5,41.4,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Curd (fresh) (with jaggery (small)) - 7063,Kerala,100,2.9,32.0,1.4,Yes,No,neutral,neutral,increases,Dairy Products,4.0
Mango (ripe) (plain) - 7064,South Indian,132,0.1,18.0,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Pulihora (boiled) - 7065,Karnataka,125,6.9,10.3,2.4,Yes,No,neutral,neutral,neutral,Others,
Mango (ripe) (with vegetables) - 7066,Lakshadweep,52,1.8,33.8,0.2,Yes,Yes,decreases,neutral,increases,Vegetables,0.5
Tilkut (thin) - 7067,Madhya Pradesh,172,6.3,38.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Sabudana Khichdi (mild) - 7068,International,178,3.3,37.1,0.0,Yes,No,decreases,decreases,neutral,Others,
Rasam (with vegetables) - 7069,Tamil Nadu,77,9.7,26.7,2.8,Yes,No,neutral,increases,neutral,Vegetables,0.5
Kesari Bath (fermented (mild)) - 7070,Kerala,114,1.3,19.9,0.8,Yes,No,decreases,neutral,neutral,Others,
Wheat Roti (thin) - 7071,Karnataka,99,9.7,17.2,4.5,Yes,No,neutral,neutral,neutral,Grains,1.5
Chhena Jhili (fermented (mild)) - 7072,Punjabi,154,1.8,38.3,0.0,Yes,No,decreases,decreases,neutral,Others,
Fish Curry Rice (with vegetables) - 7073,Bengali,184,20.4,10.0,8.5,No,No,decreases,neutral,neutral,Grains,0.5
Jackfruit (lightly spiced) - 7074,Bengali,87,1.1,22.0,1.3,Yes,Yes,neutral,neutral,increases,Fruits,0.3
Tandoori Chicken (steamed) - 7075,North Indian,172,16.1,6.8,6.1,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Chingri Malai Curry (with vegetables) - 7076,Karnataka,111,5.5,38.5,0.6,Yes,No,neutral,neutral,increases,Vegetables,0.5
Cow Milk (warm) (thin),Karnataka,356,8.0,10.5,12.6,Yes,No,neutral,neutral,increases,Dairy Products,3.5
Hummus with Flatbread (fermented (mild)),International,135,0.9,18.8,0.0,Yes,No,decreases,neutral,neutral,Grains,2.0
Chhena Jhili (plain) - 7079,International,160,2.4,12.3,3.0,Yes,No,decreases,neutral,neutral,Others,
Ada Pradhaman (with jaggery (small)) - 7080,Kerala,209,6.6,10.5,16.4,Yes,No,neutral,neutral,increases,Others,
Cow Milk (warm) (sprouted) - 7081,North Indian,197,9.3,7.5,11.0,Yes,No,decreases,neutral,increases,Dairy Products,3.5
Amritsari Kulcha (plain) - 7082,Andhra/Telangana,239,2.1,22.7,4.5,Yes,No,neutral,neutral,neutral,Others,
Chingri Malai Curry (lightly spiced) - 7083,Maharashtrian,104,3.2,31.1,0.9,Yes,No,neutral,neutral,increases,Vegetables,0.5
Muskmelon (lightly spiced) - 7084,International,62,0.2,24.3,0.3,Yes,Yes,decreases,neutral,neutral,Others,
Khichdi (vegetable) (plain) - 7085,International,116,4.1,39.4,2.1,Yes,No,decreases,decreases,neutral,Vegetables,0.5
Pazham Pori (lightly spiced) - 7086,Goan,85,6.6,26.3,6.0,Yes,No,neutral,increases,neutral,Others,
Churma (mild) - 7087,Ladakh,114,0.7,37.3,3.6,Yes,No,decreases,neutral,neutral,Others,
Sadya (mixed) (fermented (mild)) - 7088,Kerala,138,8.3,22.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Fish Curry (light) (lightly spiced) - 7089,North Indian,162,20.3,1.5,6.7,No,No,neutral,increases,neutral,Non-Veg Protein,6.0
Pakhala Bhata (steamed) - 7090,Tamil Nadu,30,2.1,27.8,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Amritsari Kulcha (with vegetables) - 7091,Odia,144,3.6,34.6,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Fig (boiled),South Indian,127,2.4,20.1,0.9,Yes,Yes,decreases,decreases,neutral,Others,
Kadhi Pakora (with vegetables) - 7093,International,113,5.9,29.7,0.0,Yes,No,increases,neutral,neutral,Vegetables,8.0
Aloo Posto (fermented (mild)) - 7094,Gujarati,180,2.3,47.6,1.4,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Santula (sprouted) - 7095,Lakshadweep,167,1.9,15.1,2.9,Yes,No,neutral,neutral,neutral,Others,
Aloo Pitika (plain) - 7096,International,103,0.2,19.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pakhala Bhata (lightly spiced) - 7097,Maharashtrian,45,2.3,31.3,2.5,Yes,No,neutral,increases,neutral,Others,
Tandoori Chicken (mild) - 7098,International,228,16.4,2.6,0.4,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Mirchi Bajji (mild) - 7099,Jammu & Kashmir,98,0.2,31.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Sol Kadhi (with vegetables) - 7100,International,37,1.7,30.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sel Roti (boiled) - 7101,Generic,79,0.2,27.4,5.9,Yes,No,decreases,neutral,neutral,Grains,1.5
Bhakri (lightly spiced) - 7102,Rajasthani,74,6.6,3.0,2.4,Yes,No,neutral,increases,neutral,Others,
Thekua (plain) - 7103,International,136,2.6,17.4,1.8,Yes,No,neutral,neutral,neutral,Others,
Aloo Pitika (mild) - 7104,Punjabi,108,4.7,28.5,0.0,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Pumaloi (with vegetables) - 7105,Lakshadweep,124,4.3,55.8,0.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Puran Poli (with jaggery (small)),Assamese,148,0.7,10.7,1.5,Yes,No,neutral,neutral,increases,Others,
Chingri Malai Curry (lightly spiced) - 7107,International,145,1.4,29.6,0.0,Yes,No,neutral,neutral,increases,Vegetables,0.5
Aloo Paratha (mild) - 7108,Chhattisgarh,122,0.2,27.8,1.1,Yes,No,neutral,neutral,neutral,Grains,8.0
Basundi (thin) - 7109,Generic,234,4.5,3.0,0.5,Yes,No,neutral,decreases,increases,Others,
Poached Chicken (steamed) - 7110,Chhattisgarh,215,15.6,0.0,3.2,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Apple (mild) - 7111,International,76,1.4,11.6,0.4,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Poha (thin) - 7112,Tamil Nadu,172,3.2,26.3,1.7,Yes,No,neutral,neutral,neutral,Others,
Watermelon (thin) - 7113,Andhra/Telangana,27,1.1,14.3,1.8,Yes,Yes,decreases,decreases,neutral,Others,
Tofu (light) (sprouted) - 7114,International,185,4.9,5.8,0.0,Yes,Yes,neutral,neutral,neutral,Others,
Modur Pulao (lightly spiced) - 7115,Northeast,66,1.9,19.0,2.1,Yes,No,neutral,increases,neutral,Others,
Plain Pasta (olive oil light) (with jaggery (small)) - 7116,International,155,4.3,45.0,0.0,Yes,No,neutral,neutral,neutral,Others,
Plum (fermented (mild)) - 7117,South Indian,24,0.1,12.9,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Jackfruit (boiled) - 7118,Northeast,93,2.7,9.9,0.0,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Chikoo (thin) - 7119,Madhya Pradesh,154,1.2,12.5,1.8,Yes,Yes,decreases,neutral,neutral,Others,
Jowar Roti (sprouted) - 7120,North Indian,112,1.4,3.0,0.6,Yes,No,decreases,neutral,neutral,Grains,1.5
Vada (thin) - 7121,Andhra/Telangana,78,4.0,13.5,3.5,Yes,No,increases,neutral,neutral,Others,
Gajar Methi ki Sabzi (with jaggery (small)),International,242,3.5,18.6,0.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pineapple (with vegetables) - 7123,Madhya Pradesh,73,2.8,24.5,0.0,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Steamed Dumplings (plain) (with vegetables) - 7124,North Indian,131,6.5,38.4,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Chapati (plain) - 7125,Madhya Pradesh,123,4.1,20.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Ragi Roti (sprouted) - 7126,Goan,110,7.2,47.3,3.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Luchi (mild) - 7127,International,152,0.2,40.5,0.7,Yes,No,neutral,neutral,neutral,Others,
Tofu (light) (boiled) - 7128,Kerala,89,3.4,13.1,0.0,Yes,Yes,decreases,neutral,neutral,Others,
Gustaba (thin) - 7129,Chhattisgarh,90,4.5,14.0,1.0,Yes,No,neutral,neutral,neutral,Others,
Avocado (with vegetables) - 7130,Chhattisgarh,70,1.5,9.9,0.6,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Pootharekulu (boiled) - 7131,North Indian,190,4.0,15.0,1.2,Yes,No,decreases,neutral,neutral,Others,
Ghevar (steamed) - 7132,International,83,2.1,34.4,1.3,Yes,No,decreases,neutral,neutral,Beverages,0.0
Fish Curry (light) (with vegetables) - 7133,International,178,28.2,5.0,5.2,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Pulihora (with vegetables) - 7134,Maharashtrian,181,3.9,36.2,2.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Brown Rice (plain) - 7135,Assamese,135,1.0,37.1,0.3,Yes,No,decreases,decreases,neutral,Grains,0.5
Dates (fermented (mild)) - 7136,International,106,1.1,18.6,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Poita Bhat (with vegetables) - 7137,South Indian,144,3.8,46.2,1.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Poha (with vegetables) - 7138,Madhya Pradesh,138,2.9,25.2,0.7,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Basundi (with vegetables) - 7139,International,162,5.5,22.5,6.4,Yes,No,decreases,neutral,increases,Vegetables,0.5
Khopra Pak (thin),Goan,172,6.3,34.9,2.7,Yes,No,neutral,neutral,neutral,Others,
Pineapple (plain) - 7141,Karnataka,73,0.1,25.0,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Imarti (plain) - 7142,Kerala,51,2.3,29.8,1.8,Yes,No,neutral,neutral,neutral,Others,
Mango (ripe) (lightly spiced) - 7143,International,87,1.1,20.2,0.0,Yes,Yes,neutral,neutral,neutral,Fruits,0.3
Vada Pav (fermented (mild)) - 7144,Northeast,125,5.6,25.2,0.3,Yes,No,neutral,neutral,neutral,Others,
Tofu (light) (steamed) - 7145,Punjabi,59,1.0,21.0,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Grapes (black) (plain) - 7146,International,67,0.7,29.8,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Dohneiiong (steamed) - 7147,Goan,30,5.5,40.6,0.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Machha Tarkari (boiled) - 7148,South Indian,198,3.3,44.2,1.7,Yes,No,neutral,decreases,neutral,Others,
Papaya (with jaggery (small)) - 7149,North Indian,167,0.2,18.7,0.9,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Mosambi (with vegetables) - 7150,International,106,1.7,26.5,1.2,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Coconut Rice (lightly spiced) - 7151,Northeast,113,3.2,46.7,1.3,Yes,No,decreases,neutral,neutral,Grains,0.5
Tandoori Chicken (thin) - 7152,Andhra/Telangana,177,26.0,0.0,7.5,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Balushahi (with jaggery (small)) - 7153,North Indian,197,3.8,51.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Bamboo Shoot Curry (mild) - 7154,International,143,0.2,14.5,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Shorshe Ilish (thin) - 7155,Punjabi,122,2.9,43.1,5.0,Yes,No,neutral,neutral,neutral,Others,
Tilkut (mild) - 7156,Ladakh,102,1.2,31.7,0.0,Yes,No,decreases,neutral,neutral,Others,
Butter Chicken (thin),Andhra/Telangana,110,6.0,5.9,2.7,No,No,neutral,neutral,increases,Dairy Products,81.0
Paturi (steamed) - 7158,Northeast,148,4.0,22.1,1.5,Yes,No,decreases,decreases,neutral,Beverages,0.0
Muskmelon (plain) - 7159,Andhra/Telangana,103,1.3,23.8,0.1,Yes,Yes,decreases,decreases,neutral,Others,
Plain Pasta (olive oil light) (mild) - 7160,Gujarati,90,1.3,28.9,3.7,Yes,No,neutral,neutral,neutral,Others,
Strawberry (steamed) - 7161,Gujarati,115,2.4,16.8,0.2,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Tungrymbai (with jaggery (small)) - 7162,International,154,8.0,22.4,2.4,Yes,No,neutral,neutral,neutral,Others,
Upma (plain) (plain) - 7163,Generic,144,5.4,22.4,0.1,Yes,No,decreases,decreases,neutral,Grains,0.5
Apple (with jaggery (small)) - 7164,Madhya Pradesh,134,0.5,10.8,1.3,Yes,Yes,neutral,neutral,neutral,Fruits,0.3
Dabeli (with vegetables) - 7165,International,139,3.1,18.4,2.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Curd (fresh) (mild) - 7166,Tamil Nadu,65,0.7,24.6,0.0,Yes,No,decreases,decreases,increases,Dairy Products,4.0
Momo (steamed) - 7167,Kerala,119,1.5,31.6,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Pani Puri (boiled) - 7168,Madhya Pradesh,73,1.3,32.4,0.9,Yes,No,neutral,neutral,neutral,Others,
Petha (steamed) - 7169,International,130,2.6,27.8,1.5,Yes,No,decreases,neutral,increases,Beverages,0.0
